,name,nalog_id,project_name,service,is_funded,msp,msk_inno,skolk_inno,nav_stat,inno_comp,start_up,B2B2C,B2G,B2C,B2B,NoneType,P2P,Энергетика,Спорт,HealthTech,Безопасность,Медиа и коммуникации,Недвижимость и строительство,Консалтинг,"ИТ, разработка ПО",Услуги для населения,HRTech,Промышленность и Индустрия 4.0,Космос,EdTech,Транспорт и логистика,Мода,Игры,Экология,FoodTech,Телекоммуникации,Развлечения,BioTech,Туризм,Маркетинг и реклама,FinTech,RetailTech и E-commerce,Страхование,Transport & Logistics,E-commerce,Consumer Goods & Services,SportTech,Business Software,SafetyTech,Travel,SpaceTech,RetailTech,LegalTech,FashionTech,IndustrialTech,Advertising & Marketing,Gaming,CleanTech,Healthcare,Entertainment,InsuranceTech,AgroTech,PropTech,Telecom,Мedia & Communication,Cybersecurity,Нейротехнологии,Беспилотники,Блокчейн,Компьютерное зрение,AR/VR,Зеленые технологии,Биометрия,3D моделирование,Новые и портативные источники энергии,Аддитивные технологии,Нанотехнологии,Биотехнологии,Искусственный интеллект и машинное обучение,Новые материалы,Робототехника,Интернет вещей,ЮЛ Малое,ЮЛ Среднее,ИП Микро,ИП Малое,ЮЛ Микро,"Технопарк ""Строгино""","Технопарк ""Физтехпарк""","Технопарк ""ИТЭЛМА""","Технопарк ""Курчатовский институт""","Технопарк ""Центр хайтек инноваций ""РИКОР""","Технопарк ""Нагатино""","Технопарк ""Радиофизика""","Технопарк ""Связь инжиниринг""","Технопарк ""Фотоника""","Технопарк ""Мосгормаш""","Технопарк ""Отрадное""","Технопарк ""НИИ Точных приборов""","Технопарк ""Водный стадион""","Технопарк ""ЦНИИТМАШ""","Технопарк ""МЗТА""","Технопарк ""Научный парк МГУ""","Технополис ""Москва""","Технопарк ""Сколково""","Технопарк ""НИИССУ""","Технопарк ""ВТИ""","Технопарк ""ЭЛМА""","Технопарк ""Полюс""","Технопарк ""Сапфир""","Технопарк ""Слава""",Наименование стартапа,ИНН,Стадия стартапа,Сфера стартапа,Технология,Пользователь,Частный фонд,"Частный фонд_сумма, долл",Государственный фонд,"Государственный фонд_сумма, долл",Акселератор,"Акселератор_сумма, долл",Корпоративный инвестор,"Корпоративный инвестор_сумма, долл",Корпоративный фонд,"Корпоративный фонд_сумма, долл"
111,"ООО ""ДубльГИС""",5405276278,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2ГИС,5405276278,nan,Transport&Logistics,,B2C,None,0,None,0,None,0,Сбербанк,н.д ,None,0
112,"ООО ""Вайт Тревел",7707770166,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OneTwoTrip,7707770166,Расширение,Travel,,B2C,Vostok New Ventures (иностр),4000000,None,0,None,0,None,0,None,0
113,"ООО ""АВИА ЦЕНТР""",7705698066,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aviakassa,7705698066,Расширение,Travel,,"B2B,B2C",None,0,None,0,None,0,Ctrip,5000000,None,0
114,"ООО ""КЛАУДПЭЙМЕНТС""",7708806062,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CloudPayments,7708806062,Раннийрост,FinTech,,В2В,None,0,None,0,None,0,None,0,None,0
115,"ООО ""Лекс Борелис КС""",7709923315,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doczilla,7709923315,Посевная,LegalTech,,"B2B,B2C,B2G",None,0,None,0,Акселератор Сбербанка,75975.71816047591,None,0,None,0
116,"ООО ""Викиум""",7725805647,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Congru me
M&A",7725805647,Расширение,Healthcare,,B2C,None,0,None,0,None,0,ГК “Викиум”,0,None,0
117,"ООО ""Дома""",9731062087,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doma.ai (M&A) ,9731062087,Раннийрост,PropTech,,"B2B,B2B2C",None,0,None,0,None,0,Сбер,н.д.,None,0
118,"ООО ""Один""",7743156868,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ODIN,7743156868,Посевная,PropTech,,B2B,None,0,None,0,ФРИИ,37962,None,0,None,0
119,"ООО ""Бейстрек Рус""",9701122420,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaseTracK,9701122420,Раннийрост,Transport&Logistics,Беспилотники,"B2B,B2G",None,0,None,0,None,0,None,0,None,0
120,"ООО ""Медкарта""",7801633625,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ondoc,7801633625,nan,Healthcare,,B2B,None,0,None,0,None,0,None,0,Цитомед,н.д.
121,"ООО ""Воккалокка""",4205331875,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wokka Lokka,4205331875,Раннийрост,Transport&Logistics,,B2C,None,0,None,0,None,0,Gaskar Group,1500000,None,0
122,"ООО ""К-Скай""",9731049287,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WebBiomed,9731049287,Посевная,Healthcare,Искусственный интеллект и машинное обучение,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
123,"ООО ""Уралинновация""",6670442252,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Twin,6670442252,Расширение,Мedia&Communication,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,None,0,Voxys,1624037.9266990481,None,0
124,"ООО ""Бренд Квад""",7714339031,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brandquad,7714339031,Посевная,RetailTech,"BigData, Искусственный интеллект и машинное обучение",B2B,None,0,None,0,ФРИИ,32532.920216886137,None,0,None,0
125,"ООО ""Скилаз""",7722388120,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skillaz,7722388120,Расширение,HRTech,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,None,0,HeadHunter,8579270.114807986,None,0
126,"ООО ""Андата""",7724653712,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andata,7724653712,Раннийрост,Advertising&Marketing,"BigData, Искусственный интеллект и машинное обучение",B2B,"Starta Capital, Платформа Liqvest",450000,None,0,None,0,None,0,None,0
127,"ООО ""Хологрупп""",5024167801,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HoloGroup,5024167801,Раннийрост,BusinessSoftware,AR/VR,B2B,ФРИИ,397283.27333780134,None,0,None,0,None,0,None,0
128,ООО «Спектрум Лаб»,7724421422,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DataFuel
Победитель конкурса Gotech",7724421422,Посевная,Мedia&Communication,,B2B,None,0,None,0,None,0,Dell EMC,2600,None,0
129,"ООО ""Хидбук Клауд""",9729116955,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heedbook,9729116955,Раннийрост,RetailTech,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,None,0,None,0,None,0
130,"ООО ""Джетлекс""",7743254865,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jetlex,7743254865,Посевная,LegalTech,Искусственный интеллект и машинное обучение,P2P,None,0,Moscow Seed Fund,107004,None,0,None,0,None,0
131,"ООО ""Майндскор""",2311222232,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mindscore,2311222232,Посевная,BusinessSoftware,BigData,B2B,None,0,None,0,ФРИИ,39829,None,0,None,0
132,"ООО ""Мистербот""",9731029594,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Capturica,9731029594,Посевная,BusinessSoftware,BigData,B2B,None,0,None,0,Starta Ventures,130000,None,0,None,0
133,"ООО ""Корпорация Развлечений""",7725394394,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bookform,7725394394,н.д.,BusinessSoftware,,B2B,None,0,None,0,None,0,Яндекс,н.д.,None,0
134,"ООО ""Лаборатория Геймификации""",7727343660,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamification Lab,7727343660,Посевная,HRTech,,B2B,AD.RU,100000,None,0,None,0,None,0,None,0
135,"ООО ""ГУРУТАКСИ""",7716888710,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guru.Taxi,7716888710,Посевная,Transport&Logistics,,"B2B,B2C",None,0,None,0,None,0,None,0,Qiwi Venture,300000
136,"ООО ""Тикетсклауд""",7703459471,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crypto.Tickets,7703459471,Раннийрост,RetailTech,Блокчейн,B2C,None,0,None,0,Starta Ventures,130000,None,0,None,0
137,"ООО ""Клин.Ру""",7730217256,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qlean,7730217256,Раннийрост,ConsumerGoods&Services,,"B2C,B2B",AddVenture,1200000,None,0,None,0,None,0,None,0
138,"ООО ""ЦТМ Групп""",7718299492,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faradise,7718299492,Посевная,RetailTech,AR/VR,B2B,None,0,None,0,Starta Ventures,130000,None,0,None,0
139,"ООО ""Собака-Гуляка""",9718084074,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Собака-гуляка,9718084074,Раннийрост,ConsumerGoods&Services,,B2C,Larix,409738.8085819793,None,0,None,0,None,0,None,0
140,"ООО ""Альфред""",9710030158,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alfred,9710030158,Раннийрост,ConsumerGoods&Services,,B2C,"NP Capital, RB Capital",300000,None,0,None,0,None,0,None,0
141,"ООО ""Бестдоктор""",7106021081,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BestDoctor,7106021081,Посевная,InsuranceTech,,B2B,None,0,None,0,ФРИИ,32532.920216886137,None,0,None,0
142,"ООО ""Иви.ру""",7723624187,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ivi,7723624187,Расширение,Entertainment,,В2С,"Baring Vostok, ru-Net, Tiger Global (иностр), Frontier Ventures ",35000000,None,0,None,0,Профмедиа,5000000,None,0
143,"ООО ""Интернет Решения""",7704217370,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ozon Dsight не учитывал,7704217370,Расширение,E-commerce,,B2C,None,0,None,0,None,0,Сбербанк,80253064.66390686,None,0
144,"ООО ""ТалентТех""",7716785063,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JungleJobs,7716785063,Раннийрост,HRTech,Искусственный интеллект и машинное обучение,B2B,"Impulse VC, the Untitled Ventures",500000,None,0,None,0,None,0,None,0
145,"ООО ""Сравни.ру""",7710718303,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Сравни.ру,7710718303,Раннийрост,FinTech,,"B2B,B2C",None,0,None,0,None,0,None,0,Tinkoff Digital,н.д.
146,"ООО ""ГетТакси Рус""",7704794345,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gett,7704794345,Расширение,Transport&Logistics,,P2P,"Access Industries, Baring Vostok Capital Partners, Vostok New Ventures (иностранный), Da Vinci и др.",7500000,None,0,None,0,Pelham Capital,7500000,None,0
147,"ООО ""ЕЮС""",7703722933,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Европейская юридическая служба не учитывать ли как венчур,7703722933,Расширение,LegalTech,Искусственный интеллект и машинное обучение; BigData;,"B2B,B2C",ВТБ Капитал Управление активами это классический фонд?,н.д.,None,0,None,0,None,0,None,0
148,"ООО ""Каршеринг Руссия""",9705034527,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Делимобиль,9705034527,Расширение,Transport&Logistics,,B2C,None,0,None,0,None,0,ВТБ-Капитал,75000000,None,0
149,"ООО ""Рамблер Интернет Холдинг""",7725243282,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rambler Group
Не стартап",7725243282,Расширение,Мedia&Communication,,B2C,None,0,None,0,None,0,Сбер,н.д.,None,0
